Time_hours,Power_kW
0.0,50
0.08333333333333333,50
0.16666666666666666,50
0.25,50
0.3333333333333333,50
0.4166666666666667,50
0.5,50
0.5833333333333334,50
0.6666666666666666,50
0.75,50
0.8333333333333334,50
0.9166666666666666,50
1.0,50
1.0833333333333333,50
1.1666666666666667,50
1.25,50
1.3333333333333333,50
1.4166666666666667,50
1.5,50
1.5833333333333333,50
1.6666666666666667,50
1.75,50
1.8333333333333333,50
1.9166666666666667,50
2.0,50
2.0833333333333335,50
2.1666666666666665,50
2.25,50
2.3333333333333335,50
2.4166666666666665,50
2.5,50
2.5833333333333335,50
2.6666666666666665,50
2.75,50
2.8333333333333335,50
2.9166666666666665,50
3.0,50
3.0833333333333335,50
3.1666666666666665,50
3.25,50
3.3333333333333335,50
3.4166666666666665,50
3.5,50
3.5833333333333335,50
3.6666666666666665,50
3.75,50
3.8333333333333335,50
3.9166666666666665,50
4.0,50
4.083333333333333,50
4.166666666666667,50
4.25,50
4.333333333333333,50
4.416666666666667,50
4.5,50
4.583333333333333,50
4.666666666666667,50
4.75,50
4.833333333333333,50
4.916666666666667,50
5.0,50
5.083333333333333,50
5.166666666666667,50
5.25,50
5.333333333333333,50
5.416666666666667,50
5.5,50
5.583333333333333,50
5.666666666666667,50
5.75,50
5.833333333333333,50
5.916666666666667,50
6.0,50
6.083333333333333,50
6.166666666666667,50
6.25,50
6.333333333333333,50
6.416666666666667,50
6.5,50
6.583333333333333,50
6.666666666666667,50
6.75,50
6.833333333333333,50
6.916666666666667,50
7.0,50
7.083333333333333,50
7.166666666666667,50
7.25,50
7.333333333333333,50
7.416666666666667,50
7.5,50
7.583333333333333,50
7.666666666666667,50
7.75,50
7.833333333333333,50
7.916666666666667,50
8.0,50
8.083333333333334,50
8.166666666666666,50
8.25,50
8.333333333333334,50
8.416666666666666,50
8.5,50
8.583333333333334,50
8.666666666666666,50
8.75,50
8.833333333333334,50
8.916666666666666,50
9.0,50
9.083333333333334,50
9.166666666666666,50
9.25,50
9.333333333333334,50
9.416666666666666,50
9.5,50
9.583333333333334,50
9.666666666666666,50
9.75,50
9.833333333333334,50
9.916666666666666,50
10.0,50
10.083333333333334,50
10.166666666666666,50
10.25,50
10.333333333333334,50
10.416666666666666,50
10.5,50
10.583333333333334,50
10.666666666666666,50
10.75,50
10.833333333333334,50
10.916666666666666,50
11.0,50
11.083333333333334,50
11.166666666666666,50
11.25,50
11.333333333333334,50
11.416666666666666,50
11.5,50
11.583333333333334,50
11.666666666666666,50
11.75,50
11.833333333333334,50
11.916666666666666,50
12.0,50
12.083333333333334,50
12.166666666666666,50
12.25,50
12.333333333333334,50
12.416666666666666,50
12.5,50
12.583333333333334,50
12.666666666666666,50
12.75,50
12.833333333333334,50
12.916666666666666,50
13.0,50
13.083333333333334,50
13.166666666666666,50
13.25,50
13.333333333333334,50
13.416666666666666,50
13.5,50
13.583333333333334,50
13.666666666666666,50
13.75,50
13.833333333333334,50
13.916666666666666,50
14.0,50
14.083333333333334,50
14.166666666666666,50
14.25,50
14.333333333333334,50
14.416666666666666,50
14.5,50
14.583333333333334,50
14.666666666666666,50
14.75,50
14.833333333333334,50
14.916666666666666,50
15.0,50
15.083333333333334,50
15.166666666666666,50
15.25,50
15.333333333333334,50
15.416666666666666,50
15.5,50
15.583333333333334,50
15.666666666666666,50
15.75,50
15.833333333333334,50
15.916666666666666,50
16.0,50
16.083333333333332,50
16.166666666666668,50
16.25,50
16.333333333333332,50
16.416666666666668,50
16.5,50
16.583333333333332,50
16.666666666666668,50
16.75,50
16.833333333333332,50
16.916666666666668,50
17.0,50
17.083333333333332,50
17.166666666666668,50
17.25,50
17.333333333333332,50
17.416666666666668,50
17.5,50
17.583333333333332,50
17.666666666666668,50
17.75,50
17.833333333333332,50
17.916666666666668,50
18.0,50
18.083333333333332,50
18.166666666666668,50
18.25,50
18.333333333333332,50
18.416666666666668,50
18.5,50
18.583333333333332,50
18.666666666666668,50
18.75,50
18.833333333333332,50
18.916666666666668,50
19.0,50
19.083333333333332,50
19.166666666666668,50
19.25,50
19.333333333333332,50
19.416666666666668,50
19.5,50
19.583333333333332,50
19.666666666666668,50
19.75,50
19.833333333333332,50
19.916666666666668,50
20.0,50
20.083333333333332,50
20.166666666666668,50
20.25,50
20.333333333333332,50
20.416666666666668,50
20.5,50
20.583333333333332,50
20.666666666666668,50
20.75,50
20.833333333333332,50
20.916666666666668,50
21.0,50
21.083333333333332,50
21.166666666666668,50
21.25,50
21.333333333333332,50
21.416666666666668,50
21.5,50
21.583333333333332,50
21.666666666666668,50
21.75,50
21.833333333333332,50
21.916666666666668,50
22.0,50
22.083333333333332,50
22.166666666666668,50
22.25,50
22.333333333333332,50
22.416666666666668,50
22.5,50
22.583333333333332,50
22.666666666666668,50
22.75,50
22.833333333333332,50
22.916666666666668,50
23.0,50
23.083333333333332,50
23.166666666666668,50
23.25,50
23.333333333333332,50
23.416666666666668,50
23.5,50
23.583333333333332,50
23.666666666666668,50
23.75,50
23.833333333333332,50
23.916666666666668,50
24.0,50
24.083333333333332,50
24.166666666666668,50
24.25,50
24.333333333333332,50
24.416666666666668,50
24.5,50
24.583333333333332,50
24.666666666666668,50
24.75,50
24.833333333333332,50
24.916666666666668,50
25.0,50
25.083333333333332,50
25.166666666666668,50
25.25,50
25.333333333333332,50
25.416666666666668,50
25.5,50
25.583333333333332,50
25.666666666666668,50
25.75,50
25.833333333333332,50
25.916666666666668,50
26.0,50
26.083333333333332,50
26.166666666666668,50
26.25,50
26.333333333333332,50
26.416666666666668,50
26.5,50
26.583333333333332,50
26.666666666666668,50
26.75,50
26.833333333333332,50
26.916666666666668,50
27.0,50
27.083333333333332,50
27.166666666666668,50
27.25,50
27.333333333333332,50
27.416666666666668,50
27.5,50
27.583333333333332,50
27.666666666666668,50
